Item,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
MP062232 - CULTIVO STARTER BACTOFERM LHP -  -  - . - kg,37.12,117.88,47.15,55.99,78.75,25.93,82.79,70.06,43.85,64.28,64.38,109.40
MP800130 - ALMIDON DE MAIZ -  -  - - kg,50.49,24.44,26.05,22.88,20.68,33.50,49.36,37.40,79.04,68.53,40.98,45.88
MP062234 - CONDIMENTO D -  -  - . - kg,49.82,108.28,33.10,93.85,46.54,116.42,59.75,30.15,75.79,128.08,104.39,87.30
MP800136 - PEREJIL HOJAS DESHIDRATADO -  -  - - kg,47.14,120.83,49.92,98.07,80.03,59.77,32.54,51.26,23.82,46.73,67.96,93.06
MP062236 - SABOR PAVO -  -  - . - kg,101.17,105.88,88.53,31.98,48.08,49.81,396.56,403.19,260.98,24.98,42.29,153.02
MP800138 - QUESO HOLANDES SUPERMAXI -  -  - - kg,1.97,1.95,3.17,19.27,11.29,9.17,5.04,11.88,4.18,17.45,12.39,12.74
MP062239 - APRORED -  -  - - kg,58.36,73.39,41.63,73.83,71.02,68.97,105.18,70.19,32.97,79.76,54.67,58.00
MP800140 - PROTEINA VEG.HIDROLIZADA SOYA -  - kg - - kg,71.65,119.07,80.17,76.18,84.71,73.70,51.51,58.03,36.60,12.00,,
MP062243 - AJO DESHIDRATADO EN CUBOS -  -  - - kg,80.50,69.10,55.21,28.47,95.87,,19.54,378.98,116.27,,82.61,108.58
MP800142 - GOMA GUAR -  - kg - - kg,88.59,52.05,16.96,35.92,36.83,31.55,20.16,29.03,14.78,30.15,78.16,53.34
MP062246 - AJI DESHIDRATADO EN ESCAMAS -  -  - - kg,125.46,172.42,159.30,141.08,497.40,,35.59,652.22,219.39,,185.72,394.56
MP800143 - ALMIDON MODIFICADO COLFLO 67 -  - kg - - kg,84.16,160.02,203.54,152.90,111.27,146.77,90.50,156.02,196.50,150.97,171.20,120.57
MP062250 - MARINADOR SIN SABOR P/CARNES -  -  - . - kg,37.47,11.98,38.48,32.39,59.10,28.08,54.58,36.57,28.82,53.12,64.51,24.56
MP800144 - SABOR A PIZZA -  - gr - - kg,388.21,66.26,211.00,156.84,342.88,139.08,119.20,66.74,237.31,16.14,,37.12
MP062260 - PREMIX VITAMINAS -  -  - . - kg,385.78,,"2,819.32",,460.09,267.27,"3,297.49",400.91,267.02,362.90,95.47,66.24
MP800146 - SEMOLA -  - kg - - kg,48.74,70.56,24.16,43.95,16.33,41.54,42.65,29.12,23.84,36.93,38.35,38.22
MP062263 - MARINADOR P/ POLLOS TRI INY -  -  - . - kg,28.49,63.20,69.46,48.78,52.33,84.16,49.16,80.77,54.78,77.76,60.31,29.46
MP800151 - INSTANT CLEARJEL IC-06 -  -  - - kg,156.94,255.74,124.60,149.52,95.63,286.52,74.76,48.98,57.14,29.24,40.50,66.77
MP062265 - PREMEZCLA LTA1 -  -  - 3MF25842 - kg,72.13,57.59,65.82,63.33,17.31,88.28,46.03,32.52,96.52,267.56,105.56,45.86
MP800152 - CEBOLLA SOLUBLE -  - kg - - kg,73.20,47.50,32.88,101.16,137.38,70.13,45.60,88.54,49.00,61.43,45.52,66.69
MP062267 - TOMILLO EN POLVO -  -  - - kg,33.89,80.27,50.19,57.85,114.04,62.75,82.21,152.72,80.10,97.90,122.79,129.12
MP800153 - AJO SOLUBLE -  - KG - - kg,50.45,40.33,36.29,61.81,85.04,50.20,48.22,102.14,53.26,31.13,25.84,18.23
MP062270 - SAL PARRILLERA -  -  - . - kg,75.94,,,"-14,094.76",,,,,,,,
MP800154 - COLORANTE CAROTENO -  - kg - - kg,92.30,73.46,38.21,249.89,171.80,92.79,72.70,223.79,126.78,102.80,44.65,77.93
MP062272 - COMINO TROZOS -  -  - . - kg,128.51,37.95,180.51,260.74,259.55,,62.53,,112.05,19.33,198.05,43.95
MP800155 - TOCOFEROL -  - kg - - kg,47.68,70.47,17.00,80.86,86.65,28.97,34.70,52.36,37.85,139.98,119.63,97.92
MP062284 - SALMUERA NEUTRA PARA INYECCION - UNIESTAB - 2000 - SCHR-PRO - kg,110.72,76.68,132.49,141.68,128.05,132.13,77.74,147.96,56.17,75.12,63.42,117.91
MP800158 - QUESO PARMESANO -  -  - - kg,20.39,13.91,15.32,17.53,19.41,11.10,15.40,12.92,13.19,19.54,29.26,54.45
MP050002 - ACIDO CITRICO -  -  - FT-A4 - kg,50.91,42.89,53.04,61.48,26.86,33.51,34.87,31.46,48.67,33.31,28.40,29.86
MP800176 - PULPA AJI JALAPENO ROJO PURE -  -  - 310209 - kg,3.53,13.69,12.83,25.78,32.76,89.66,82.54,31.43,59.84,36.40,43.65,39.68
MP050008 - LACTOSA -  -  - FT-A30 - kg,166.58,93.86,,,131.87,103.05,67.28,100.82,33.25,231.81,124.50,71.75
MP800177 - PULPA AJI HABANERO ROJO PURE -  -  - 210209 - kg,179.72,129.73,72.35,83.89,36.91,72.10,47.13,23.57,24.72,27.68,36.98,49.67
MP050020 - CONSERVANTE LIQUIDO P/EMBUTIDO -  -  - - kg,556.39,550.03,432.51,537.85,803.59,297.42,212.03,232.57,167.67,165.69,153.56,143.52
MP800180 - ALMIDON MODIF.RESISTENTE TEMP -  -  - - kg,10.87,23.44,18.57,14.65,116.74,113.84,114.23,386.67,315.07,420.35,282.15,295.87
MP050038 - OLEORRESINA DE MOSTAZA -  -  - - kg,36.82,59.63,30.29,62.89,224.78,39.47,66.09,103.83,44.57,56.52,33.76,51.24
MP800182 - ALMIDON THERMLO -  -  - - kg,102.02,75.50,36.24,590.66,350.24,313.37,275.23,377.22,336.39,139.98,115.87,104.28
MP050046 - HUMO LIQUIDO 48P -  -  - MP050046 - kg,,,,67.59,"1,345.51",301.78,-239.98,,,,,
MP800183 - SABORIZANTE MORA CRAMER -  - 2M0030-00 - - kg,129.08,215.33,26.88,91.43,100.61,61.48,20.08,39.68,43.00,87.40,56.72,33.10
MP060005 - APANADO PLANO 641038 -  - 16/07/2015 - FT-A15 - kg,19.79,14.56,11.67,6.30,7.12,3.85,6.05,12.35,9.97,12.87,6.15,11.12
MP800184 - SABORIZANTE FRUTILLA -  - 3MF03945 - - kg,,145.05,70.27,,162.87,38.57,67.99,64.53,,380.01,434.08,426.35
MP060012 - CARMIN DE COCHINILA -  -  - MP060012 - kg,56.88,30.67,22.19,27.47,88.27,65.11,40.58,34.48,61.03,68.67,31.18,31.07
MP800185 - SABOR PI?A 502. 163/C -  -  - SABOR-DISAROMATI - kg,85.65,146.10,54.71,,96.32,56.13,26.41,94.88,48.64,66.17,93.72,146.68
MP060026 - CONDIMENTO FRANKFURT -  -  - FT-A6 - kg,44.68,43.12,20.73,30.19,32.89,50.12,45.07,86.09,37.34,26.03,48.19,37.42
MP800188 - ROMERO ENTERO -  -  - MP800188 - kg,676.18,"13,881.54",543.89,525.15,,58.25,893.44,202.13,105.15,53.11,104.55,14.96
MP060034 - PROTEINA HIDROLIZADA -  -  - FT-A50 - kg,68.79,75.91,39.63,52.11,46.05,47.25,43.81,38.11,63.33,14.37,66.32,126.59
MP800189 - ESTRAGON ENTERO -  -  - MP800189 - kg,,,,,,42.00,,122.00,,66.15,143.84,21.67
MP060038 - HUMO LIQUIDO -  -  - FT-A79 - kg,50.01,81.77,52.82,43.12,55.50,52.95,24.45,38.64,48.13,66.47,41.28,30.63
MP800194 - CILANTRO DESHIDRATADO -  -  - - kg,165.64,129.80,87.69,67.07,35.97,52.85,197.31,223.12,198.76,189.61,,309.29
MP060044 - OREGANO MOLIDO -  -  - FT-A59 - kg,215.91,52.18,97.36,44.08,81.47,55.10,79.75,61.69,75.06,60.08,194.42,104.98
MP800197 - TOMATE RINON PROCESADO -  -  - - kg,80.87,3.68,23.01,16.63,7.47,10.34,6.71,14.49,20.32,13.53,"11,037.79",12.38
MP060049 - PIMIENTA NEGRA -  -  - FT-A13 - kg,79.65,76.34,82.09,26.69,81.93,43.65,43.30,51.56,30.05,44.70,45.94,29.37
MP800199 - PANELA EN POLVO -  -  - - kg,27.29,56.89,35.31,27.73,19.49,54.31,32.84,45.07,69.38,55.75,37.27,50.49
MP060057 - COND PARRILLADA -  -  - FT-A67 - kg,47.90,105.13,96.15,56.24,69.35,60.89,58.09,240.75,58.51,162.81,18.03,48.14
MP800200 - ALMIDON KOL GUARD 7467 (LP UP) -  -  - MP800200 - kg,125.06,94.28,105.94,84.98,117.08,55.23,44.50,55.73,69.69,48.64,51.75,105.65
MP060067 - CARRAGENINA MCH 5308 P/INYECCI -  -  - FT-A24 - kg,141.57,152.40,664.67,59.77,64.96,51.68,70.89,45.09,29.49,36.67,47.24,122.60
MP800204 - MAPLE S/C -  -  - 35371 - kg,108.70,294.74,95.40,98.76,62.65,50.93,59.61,35.42,31.86,16.50,25.64,26.17
MP060072 - PROTEINA AISLADA DE SOYA -  - 590 - FT-A3 - kg,33.41,21.42,28.02,30.82,24.79,24.21,22.77,31.97,25.12,33.06,23.29,37.79
MP800205 - POLVO DE COCOA -  -  - . - kg,47.34,29.68,27.32,30.44,21.06,10.38,32.55,23.02,17.37,27.48,30.62,27.26
MP060099 - VITACEL -  -  - - kg,45.81,22.10,26.38,19.22,19.09,19.43,25.50,27.20,23.12,19.84,23.12,22.53
MP800212 - VINAGRE INCOLORO - ACIDEZ 10 -  -  - . - kg,676.05,"2,521.04","4,111.07","6,117.41","7,857.25","3,014.80","2,843.28","1,596.82",727.76,102.12,140.60,44.15
MP060121 - CONDIMENTO N-6 -  -  - - kg,31.52,25.48,26.17,46.24,42.11,27.66,30.76,34.86,34.81,28.73,28.05,30.86
MP800214 - HIGOS -  -  - . - kg,,,2.00,,,,6.00,,,0.00,,1.00
MP060130 - PINIA EN LATA -  -  - - kg,,,,,,,,,14.50,,,
MP800215 - PULPA DE COCO 15- BRIX -  -  - . - kg,,,,,,,,,14.00,,,
MP060149 - MIGA DE PAN DORADO -  -  - - kg,31.00,,,,,,,,28.00,,,
MP800218 - CIRUELAS PASAS -  -  - . - kg,12.16,51.36,43.72,,49.90,8.03,163.32,180.21,154.81,38.69,7.48,13.68
MP060171 - COLORANTE CARAMELO -  - kg - COLOMBIA - kg,89.24,41.10,35.78,33.99,40.48,30.47,49.96,54.85,22.00,31.39,58.25,37.50
MP800219 - UVILLA -  -  - . - kg,,,1.00,,,,4.00,,,,,
MP062007 - PROTEINA SUPROMAX 5050 -  -  - - kg,37.29,60.31,22.15,35.13,46.76,41.73,27.46,109.51,30.83,115.36,48.35,67.59
MP800220 - PASAS -  -  - . - kg,33.00,85.12,115.80,51.76,146.72,47.44,195.06,180.03,38.45,31.72,37.14,24.18
MP062061 - SABOR CARNICO -  -  - 3MF21159 - kg,123.75,105.64,48.89,106.92,69.44,61.37,145.25,142.77,115.04,118.16,56.97,67.03
MP800221 - PULPA DE MANGO -  -  - . - kg,31.00,,,,,0.00,,,,18.53,19.58,
MP062069 - PREMEZCLA DE PAVO HORNEABLE -  -  - - kg,179.05,150.80,67.87,196.21,27.35,88.11,70.50,133.66,42.92,47.15,31.90,29.00
MP800232 - STEVIA -  -  - . - kg,,,414.33,,,,,,,-479.00,,
MP062085 - APANADO NUGGETS POLLO 641-044 - GRIFFITH -  - MP062085 - kg,63.46,23.07,20.40,34.70,22.44,14.86,14.45,35.17,28.89,24.21,14.39,27.44
MP800237 - PULPA DE TOMATE DE ARBOL -  -  - . - kg,7.00,9.76,17.86,43.91,15.49,24.83,14.68,24.13,16.06,9.42,,13.54
MP062093 - EXCELPRO P70DF PLASMA -  -  - - kg,22.14,13.15,14.65,18.43,24.06,23.85,22.29,35.21,25.34,26.54,26.74,24.11
MP800239 - QUESO HOLANDES SPXI 190 G -  - 10 REBANADAS - . - uni,9.14,8.06,5.68,9.54,11.12,7.12,18.08,15.34,17.52,12.72,16.82,23.16
MP062103 - SABOR A NARANJA PR -  -  - - kg,26.95,42.97,30.56,20.16,61.54,83.60,56.05,83.78,91.22,28.11,147.99,33.42
MP800240 - QUESO DANBO 152 G -  - 8 REBANADAS - - uni,8.35,12.77,6.68,6.40,13.48,6.67,14.09,9.28,9.56,9.37,15.79,15.67
MP062115 - ACEITE GIRASOL REFINADO -  -  - - kg,24.04,38.14,29.00,36.92,23.40,29.42,60.11,76.16,61.86,29.48,59.52,65.07
MP800241 - PULPA FRUTILLA CON PEPA 8-BRIX -  -  - . - kg,29.66,39.05,17.09,3.66,2.26,8.17,6.65,19.27,14.90,8.86,11.00,11.15
MP062154 - CREMA DE LECHE 35% T-VERDE -  -  - . - kg,2.11,5.65,3.12,3.19,2.61,9.33,2.69,2.53,3.81,2.61,7.38,3.18
MP800243 - PULPA DE NARANJILLA BRIX 8 -  -  - . - kg,43.27,20.80,39.51,,,23.07,,42.75,,,,
MP062159 - MARGARINA INDUST (BLOQX15KG) -  -  - . - kg,65.34,38.68,63.83,73.22,41.66,112.98,74.73,84.46,28.25,33.84,79.41,73.31
MP800245 - SABOR A VAINILLA -  -  - 15144/P - kg,,,-211.26,,,,,"3,071.01",719.26,13.00,,
MP062189 - PROTEINA CONCENT.SOYA ALPHA CX -  -  - . - kg,40.66,43.74,25.66,16.48,13.90,18.93,29.87,14.95,,,,
MP800251 - CONCENTRADO DE MORA 18- BRIX -  -  - . - kg,,,,,,5.00,,,,,,
MP062196 - SAL PRO I -  -  - . - kg,31.01,32.05,18.95,44.19,44.68,37.18,33.06,39.00,39.38,56.22,53.61,46.32
MP800257 - ALMIBAR DE PANELA PARA HIGOS -  -  - . - kg,,,2.06,,,,6.11,,25.80,0.00,,1.00
MP062202 - SABOR VINO BLANCO SILECIA -  -  - 1400501152 - kg,130.56,99.80,43.36,110.85,340.18,181.34,52.43,"1,167.79",458.04,66.82,677.05,"-1,009.17"
MP800259 - QUESO HOLANDES 8 REBANADAS 160 -  -  - . - uni,10.85,8.89,8.64,8.85,9.97,7.02,11.69,9.67,9.95,6.95,14.24,7.60
MP062219 - SALMUERA INYECCION -  -  - G001 - kg,56.31,35.30,18.42,26.58,48.98,51.31,34.00,45.15,39.02,43.30,25.98,33.41
MP800260 - ALBAHACA DESHIDRATADA EN HOJAS -  -  - . - kg,22.13,225.52,195.11,117.17,635.05,"2,690.34",33.34,375.84,25.52,734.38,76.57,96.33
MP062223 - PROTEINA DE SOYA WILPRO G100 -  -  - . - kg,46.88,107.33,77.27,94.50,114.94,110.67,79.02,78.89,124.22,155.24,153.17,189.15
MP800261 - ARVEJA -  -  - . - kg,0.00,8.97,0.27,,,0.16,,8.00,,,,2.20
MP062229 - OLEORRESINA DE APIO -  -  - . - kg,81.38,"1,604.62",664.00,"1,599.73",819.78,"1,108.78",697.59,,"1,406.02",317.47,573.92,235.08
MP800262 - JENGIBRE PELADO -  -  - MP800262 - kg,0.11,7.98,,,,,,,,,,12.00
MP062233 - PREMEZCLA PIMIENTA NEGRA S -  -  - . - kg,50.98,214.31,45.88,49.42,44.42,28.05,51.93,85.10,33.99,36.64,36.87,109.36
MP800263 - PIMIENTO VERDE -  -  - . - kg,0.01,5.16,0.19,,,1.15,,8.00,,,,
MP062238 - CONDIMENTO TOCINO LD -  -  - - kg,19.73,37.18,31.88,48.46,38.66,44.59,56.79,49.94,46.27,30.30,32.37,32.21
MP800264 - ZANAHORIA -  -  - . - kg,0.04,6.44,5.00,,3.22,20.66,27.43,,10.02,236.45,208.25,39.13
MP062244 - OREGANO DESHIDRATADO EN HOJA -  -  - - kg,68.28,112.53,121.31,65.08,125.49,107.61,26.96,230.14,90.10,715.21,113.60,119.06
MP800265 - PASTA DE AJO -  -  - . - kg,7.09,7.56,9.33,,,5.31,,100.93,,,,
MP062258 - CONDIMENTO MORT LD GRIFFITH -  -  - . - kg,48.96,27.53,12.90,13.30,43.12,37.52,36.81,72.26,69.54,66.34,36.01,52.13
MP800266 - BETACAROTENO 3% CWS/M -  -  - - kg,56.33,92.76,42.29,60.22,49.32,29.77,13.74,22.11,51.55,44.13,40.32,31.41
MP062264 - PROTEINA ARCOM SM CONV20 -  -  - - kg,30.92,45.52,48.46,39.22,36.08,31.34,30.57,19.99,20.59,19.73,23.99,25.96
MP800267 - QUESO AMER REDON. 5 REB 80 GR -  -  - - uni,17.79,11.63,9.80,3.81,3.63,4.65,3.09,8.58,8.62,5.78,3.69,4.47
MP062268 - PREMEZCLA FINAS HIERBAS -  -  - - kg,37.70,97.29,79.19,81.62,72.88,124.80,133.14,124.03,46.23,43.53,157.99,74.72
MP800271 - PALMITO RODAJAS -  -  - - kg,285.76,242.40,208.94,131.82,,469.39,143.95,"-43,440.54",103.52,,129.98,
MP062278 - VERDE FRESCO BARRAGANETE -  -  - . - kg,,,,5.00,,,,,,,,
MP800272 - PIMIENTA NEGRA TROCEADO FINO -  -  - - kg,130.74,,471.13,132.20,240.49,178.10,48.83,,464.00,68.24,265.36,105.51
MP050005 - DEXTROSA -  -  - FT-A20 - kg,28.94,13.87,19.77,32.21,15.42,17.09,16.83,24.66,21.39,17.02,17.35,33.63
MP800273 - ACEITE DE OLIVA REFINADO -  -  - - kg,,199.66,63.50,141.29,144.47,132.61,50.00,-339.52,123.88,"-2,039.70",87.42,19.63
MP050026 - HUMO LIQUIDO (P-50)AROSMOKE -  - kg - - kg,57.94,60.96,48.29,32.72,58.78,64.65,64.72,83.94,83.24,66.71,49.66,39.71
MP800275 - SABOR HUMO AJO 6160 -  -  - - kg,183.15,137.49,62.58,,331.00,288.06,266.00,,"1,410.86",105.40,,59.61
MP060002 - ACEITE/DANOLIN FRI-3317 -  -  - FT-A38 - kg,19.70,10.37,8.06,8.12,9.65,9.60,8.25,15.26,10.17,8.79,3.34,8.01
MP800276 - SABOR HUMO ROSTIZADO 3123 -  -  - - kg,723.38,625.44,332.69,,611.38,559.40,546.38,,"3,027.22",13.45,,132.53
MP060015 - CLAVO DE OLOR MOLIDO -  -  - FT-A47 - kg,52.92,96.05,231.69,572.72,409.82,499.53,69.76,264.19,253.46,320.84,256.79,315.66
MP800278 - CHIA NEGRA -  -  - - kg,25.76,,75.07,,73.36,,,56.24,,102.97,,88.98
MP060036 - GLUTAMATO MONOSODICO -  -  - FT-A1 - kg,60.88,53.80,45.06,48.39,65.16,40.19,41.92,60.96,53.59,44.93,39.92,36.90
MP800279 - QUINUA -  -  - - kg,12.26,178.06,103.96,,86.06,43.02,,75.77,,35.46,63.44,12.67
MP060046 - PIMIENTA BLANCA -  -  - FT-A22 - kg,62.63,47.58,46.77,45.00,64.53,44.46,22.63,53.20,55.76,55.12,30.46,60.60
MP800280 - ALMIDON ULTRA- TEX SR -  -  - . - kg,15.10,13.24,193.14,36.96,64.28,159.82,144.34,116.68,165.25,216.16,215.99,214.03
MP060062 - CONDIMENTO UP MR.POLLO ECONOM -  -  - FT-A88 - kg,33.00,25.32,18.95,32.53,463.60,41.99,22.49,10.32,38.22,61.46,47.77,29.16
MP800281 - RELISH PEPINILLO -  -  - . - kg,12.00,22.00,1.00,1.00,2.00,5.00,3.00,,2.00,2.00,1.00,
MP060076 - BIO RED -  -  - FT-A65 - kg,272.58,168.76,43.22,124.21,203.32,57.21,129.97,219.67,108.95,342.76,263.79,65.98
MP800282 - ENELDO TROZOS -  -  - . - kg,152.04,116.46,30.67,90.61,237.03,208.97,81.72,,110.15,196.82,142.01,
MP060126 - JENGIBRE EN POLVO -  -  - - kg,79.90,171.84,90.37,50.58,69.18,69.30,30.25,321.94,85.41,48.90,219.59,282.31
MP800283 - SEMILLA DE MOSTAZA CAFE -  -  - . - kg,156.12,164.75,142.15,121.02,67.65,114.32,154.86,90.40,52.64,,76.47,29.28
MP060155 - GRASA VEGETAL DANFAT FRI 1333 -  - kg - - kg,,,,,33.26,39.77,60.49,"2,303.45",55.94,23.89,81.06,94.11
MP800284 - OLEORRESINA DE COMINO - NR1208 -  - - kg,,,"1,520.00",,31.00,,27.00,,,,,
MP062034 - PROTEINA 500 E -  -  - - kg,130.89,124.62,107.77,81.15,90.12,88.57,77.81,60.47,66.56,72.91,64.79,74.31
MP800285 - COLOR CARAMELO LIQUIDO -  -  - MP800285 - kg,60.39,89.77,32.58,56.38,63.51,47.46,28.90,66.14,30.84,46.88,56.97,78.11
MP062077 - ACIDO FOSFORICO G.ALIMENTICIO -  -  - - kg,43.05,67.41,21.29,191.54,455.28,242.58,217.77,190.74,173.85,112.30,110.67,187.96
MP800287 - GELATINA BOVINA 270 BLOOM -  -  - . - kg,,,,,,,,,,992.30,,
MP062097 - SABOR A COLA CRAMER 2C1299-00 -  -  - - kg,44.22,64.76,142.07,216.29,165.82,79.38,95.51,111.26,66.72,177.97,59.30,55.88
MP800288 - VINAGRE BALSAMICO -  -  - . - kg,"2,150.69",,500.98,68.97,"1,099.07","1,037.96",11.97,,,9.32,310.40,31.16
MP062146 - PASTA PARA LASAGNA -  - 120x80 - MP062146 - kg,258.75,122.04,172.26,178.28,90.82,107.29,437.13,470.66,291.02,446.84,287.28,368.59
MP800290 - CHOCHO PELADO Y PRESALADO -  -  - MP800290 - kg,1.00,10.56,30.47,35.43,34.68,3.47,2.00,2.00,1.31,3.00,,1.00
MP062172 - OLEORESINA CEBOLLA -  -  - . - kg,"2,253.74",,"1,591.24",,"4,703.71","3,469.86","1,783.26","1,168.75",26.26,"1,771.19","2,621.91",860.81
MP800291 - DURAZNO SLIVERS (TROZOS) -  -  - MP800291 - kg,,"19,577.86",,,,257.18,870.37,605.78,"1,546.88",772.65,723.25,712.86
MP062198 - CURAVIS -  -  - . - kg,63.80,55.24,122.50,27.55,58.16,75.15,109.92,66.26,111.05,48.08,148.46,47.31
MP800292 - CONCENTRADO ASEPTICO GUAYABA -  -  - - kg,65.96,60.78,47.41,13.89,16.38,47.55,40.63,41.86,59.36,39.82,19.36,13.04
MP062221 - SABOR BUTTER BUD 32 X -  -  - . - kg,"3,495.16",292.95,,,653.18,"1,200.41","1,199.22","1,173.22","1,105.95",,944.84,"1,085.82"
MP800293 - JUGO LIMON DESHIDRATADO -  -  - - kg,193.04,297.27,,402.40,554.12,244.00,584.26,600.25,362.59,183.65,200.68,113.41
MP062231 - OLEORRESINA CAPSICUM 1.0 MILL -  -  - . - kg,98.12,356.62,95.94,161.01,101.42,54.64,535.23,322.10,179.37,203.71,275.81,122.28
MP800294 - PIMIENTO VERDE DESHIDRATADO -  - TROZOS - - kg,34.86,67.73,115.66,76.35,115.57,46.40,66.73,114.85,10.99,50.57,63.70,133.75
MP062242 - SALVIA DESHIDRATADA -  -  - - kg,90.90,86.60,74.64,29.44,68.93,,23.11,327.78,86.31,,57.26,135.68
MP800295 - PIMIENTO ROJO DESHIDRATADO -  - TROZOS - - kg,34.86,67.73,115.63,76.35,115.57,46.40,114.59,114.83,57.95,74.46,61.79,105.49
MP062261 - PREMIX MINERALES -  -  - . - kg,572.19,,"2,153.05",,"2,416.48",482.81,"2,527.08",750.05,515.47,730.21,218.46,189.91
MP800298 - VINAGRE FLEISCHMANN (30%) -  -  - WDV300 - kg,819.99,550.88,"2,642.57",188.24,433.34,270.25,209.28,173.99,163.18,101.87,71.79,53.05
MP062271 - CILANTRO PEPA TROZOS -  -  - . - kg,85.05,,105.78,126.80,231.87,,75.36,,148.27,28.11,160.57,31.63
MP800299 - TABULOSE 611 -  -  - - kg,391.15,274.80,"1,583.85",108.35,222.17,132.35,82.65,171.09,191.59,133.12,141.49,247.28
MP050011 - SORBATO DE POTASIO -  -  - FT-A33 - kg,46.24,83.40,92.10,166.55,221.90,161.03,101.61,86.22,87.01,70.60,49.73,45.26
MP800300 - CEBOLLA EN POLVO OEPI2527 -  -  - - kg,248.90,595.30,"3,125.07",224.74,530.19,335.63,268.81,228.81,228.72,164.22,134.42,122.47
MP060009 - MEZCLA EN POLVO/PREP BATIDO -  - 646-010 - - kg,37.38,14.95,21.91,29.71,22.90,17.96,17.55,25.74,22.08,23.36,14.94,33.61
MP800301 - MOSTAZA EN POLVO 44-M -  -  - - kg,136.88,76.24,465.32,215.85,517.35,326.66,260.03,221.27,219.70,154.97,125.72,166.40
MP060041 - MOSTAZA -  -  - FT-A45 - kg,33.45,28.61,24.73,29.52,48.28,24.23,39.39,48.72,48.47,46.49,65.16,30.68
MP800302 - PULPA PINIA CON FIBRA -  -  - MP800302 - kg,,,,4.00,,,,,,,,
MP060069 - HARINA -  -  - FT-A2 - kg,22.28,36.42,26.74,32.68,25.84,22.91,43.78,46.67,27.75,43.73,39.34,20.14
MP800303 - SABOR GUACAMOLE (IN) -  -  - MEX EC0416258 - kg,156.68,60.54,77.57,48.08,34.31,37.40,74.15,34.04,21.52,36.07,112.39,81.67
MP060143 - PROTEINA TEXTURIZADA SOYA POLV - MAXTEN - R100 - MP060143 - kg,15.29,9.21,13.76,17.41,15.14,15.67,11.99,26.64,16.40,27.62,28.83,17.45
MP800304 - COLOR VERDE -  -  - CA41216 - kg,218.74,86.20,52.04,72.15,134.61,53.72,57.93,85.41,80.15,82.81,203.87,129.21
MP062067 - UP SALCHICHA LINEA DIARIA -  -  - - kg,24.63,17.96,16.89,27.34,23.51,31.37,19.49,25.12,33.64,16.78,22.47,39.52
MP800305 - STABIMULS MR 52 -  -  - MP800305 - kg,,,,,,,685.52,172.64,387.94,395.80,479.82,172.60
MP062107 - CEBOLLA EN TROZOS -  - KG - - kg,84.22,14.00,64.22,52.33,106.85,,42.08,,87.54,9.72,14.60,39.25
MP800306 - VINAGRE NATURAL DESTILADO 12% -  -  - - kg,206.76,147.43,401.02,163.98,170.88,350.85,182.99,213.94,235.27,374.90,,
MP062193 - AJONJOLI -  -  - . - kg,72.47,160.35,82.73,43.19,29.06,21.77,21.94,131.64,57.01,27.47,104.87,59.40
MP800307 - EXTRACTO CITROBIO - Citro Bi -  - - kg,,,,,,,"4,583.96","1,239.19","4,296.74","4,409.60","4,254.74","1,187.27"
MP062225 - PREMEZCLA HAMBURGUESA ASADA -  -  - . - kg,58.26,18.03,22.66,23.42,19.77,23.54,27.34,42.87,17.61,24.19,40.15,47.89
MP800308 - VAINITA -  -  - MP800308 - kg,,,,,,,9.78,,,,,
MP062248 - MASA BASE PIZZA PRECOCIDA -  -  - - uni,21.78,4.72,21.54,85.05,49.26,10.32,21.48,24.34,17.30,16.63,18.81,37.88
MP800310 - ALMIDON PREGEL -  - MAIZ MODIF. - PREGEL - kg,,,,,,,61.06,97.54,132.29,150.64,133.60,135.40
ME800209 - CHAMPINION FRESCO LAMINADO -  - KG - . - kg,,2.05,2.03,3.00,4.00,1.50,8.00,6.29,1.34,3.00,,3.08
MP800311 - SABORIZANTE AJO -  -  - - kg,,,,,,,,,,15.60,13.34,42.22
MP060030 - SABOR A POLLO -  -  - FT-A12. - kg,"3,558.42","19,835.84","-14,079.69",534.55,121.99,713.22,"1,671.96",199.28,65.36,40.02,11.70,78.50
MT820001 - HUEVO GENERICO TRANSF. VALLE -  -  - MT820001 - uni,1.14,1.46,1.52,1.93,1.95,2.04,1.95,2.15,1.87,1.96,2.24,2.23
MP060109 - CERVEZA EN POLVO -  -  - - kg,20.53,76.19,42.99,52.27,36.82,40.53,35.99,43.06,35.83,31.01,57.90,50.69
QU010043 - BENZOATO DE SODIO -  -  - - kg,80.04,67.35,35.65,37.63,45.78,34.28,24.75,40.95,44.10,131.40,101.54,67.46
MP062089 - ALMIDON REZISTA TATE&LYLE -  -  - - kg,40.97,62.22,49.47,114.29,104.66,65.73,44.24,104.52,98.12,84.79,80.46,79.41
QU020141 - EDTA SAL DISODICA -  -  - - kg,171.38,135.56,84.57,155.68,160.81,93.73,66.51,76.70,87.05,71.35,47.48,67.63
MP062206 - SMOKEZ ENVIRO 24 P -  -  - . - kg,25.35,14.32,14.89,21.16,19.80,23.09,22.00,26.27,23.66,12.31,15.30,17.95
